Formulario,nom_hum,reg_jur,asp,cat_manejo,nombre_asp,nom_cuenc,tipo_hum,clase_hum,nat_art,Perimetro_m,Area_Has
5682,Palustre El Llano 23,Propiedad privada / En posesion,Parcialmente,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano herbaceo,Natural,1101.399111,2.58207102
5606,Laguna Arbolitos 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Sarapiqui,Lacustre,Laguna,Natural,326.6489486,0.3980663338
5703,Negro 11,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Naranjo,Palustre,Pantano herbaceo,Natural,1311.743033,2.882311325
5687,Ganadera Cobano 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,2156.509572,4.623739302
5688,Carretera Vieja La Barca 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,304.9229049,0.420530819
5689,Carretera Vieja La Barca 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,1096.861009,3.963771023
5690,Carretera Playa Tarcoles,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,520.4223451,0.7963254856
5691,Ganadera Cobano 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,1135.14247,2.972690603
5692,Ganadera Cobano 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,1203.956435,5.741964945
5702,Carretera Vieja La Barca 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,984.8869034,4.411173709
5701,Carretera Vieja La Barca 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,5264.937662,26.83922967
5700,Carretera Vieja La Barca 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,2724.903882,7.739297761
5699,Carretera Vieja La Barca 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,720.864392,2.836105962
5698,Juan Vargas 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,1738.039678,12.45300947
5697,Juan Vargas 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,956.975105,4.445123962
5696,Juan Vargas 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,869.9837985,1.153078367
5695,Laguna Meandrica,Area Silvestre Protegida,Dentro,Parque Nacional,Carara,Tarcoles,Lacustre,Laguna,Natural,1541.579647,2.633637065
5694,Palustre Laguna Meandrica,Area Silvestre Protegida,Dentro,Parque Nacional,Carara,Tarcoles,Palustre,Pantano herbaceo,Natural,3091.661994,7.389544402
5693,Hermanos Vargas,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,2542.119194,21.75876999
5704,Laguna Bajamar 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Jesus Maria,Lacustre,Laguna,Natural,418.371631,1.041570941
5705,Laguna Bajamar 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Jesus Maria,Estuarino,Lagunas costeras,Natural,700.0006696,1.575398159
5706,Laguna Bajamar 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Jesus Maria,Estuarino,Lagunas costeras,Natural,1541.461773,6.10184094
5707,Bellavista (Clafe Clavisa) 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,1550.755128,7.418501954
5708,Bellavista (Clafe Clavisa) 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tarcoles,Palustre,Pantano herbaceo,Natural,1118.373584,3.545388342
5709,Laguna Ceibo,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Artificial,49.94494164,0.01719376169
5710,Palustre Ceibo 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,576.9895448,0.2324171132
5711,Palustre Ceibo 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1234.557776,0.6792228689
5712,Palustre Ceibo 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,3184.579329,2.856454053
5713,Palustre Ceibo 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,2214.094041,0.9654396709
5714,Humedal San Pablo 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,497.3350406,1.425134474
5715,Humedal San Pablo 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,608.568921,0.6937359572
5716,Humedal San Pablo 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,710.3313619,2.788094972
5717,Humedal San Pablo 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Artificial,1857.920983,6.712803456
5718,Humedal El Pajaro 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,867.3356109,2.38143604
5719,Humedal El Pajaro 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,2335.610919,5.978150008
5720,Humedal San Pablo 5,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,1199.918342,5.627013773
5721,Humedal San Pablo 6,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,319.5131336,0.145039488
5733,Laguna San Pablo 2,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Lacustre,Laguna,Artificial,63.22610198,0.02917017009
5732,Laguna San Pablo 1,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Lacustre,Laguna,Artificial,73.77320255,0.03365923686
5731,Humedal Tecnoforest 3,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,386.266467,0.1278668782
5730,Humedal Tecnoforest 2,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,131.8395674,0.03735354113
5729,Humedal Tecnoforest 1,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,199.1177734,0.06566398035
5728,Palustre San Pablo 4,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,3694.2914,28.24212193
5727,Palustre San Pablo 3,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,622.4348409,1.151656849
5726,Palustre San Pablo 2,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,296.6447119,0.4013478287
5725,Palustre San Pablo 1,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,1900.285354,9.028245976
5724,Humedal Pasto Verde 2,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,423.3853959,0.1325950735
5723,Humedal Pasto Verde 1,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,641.8151507,0.3078566866
5722,Humedal San Pablo 7,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,471.4825629,0.1890910233
5734,Humedal Aguas Sucias 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,68.12023052,0.01297716374
5735,Humedal Aguas Sucias 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,596.0500277,0.8581383434
5736,Humedal Palacios 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1463.473956,2.381098324
5737,Humedal Palacios 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,160.1330735,0.08563765235
5738,Humedal Palacios 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,547.1018086,0.2255234818
5739,Humedal Palacios 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,667.196819,3.347587168
5740,Humedal Palacios 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,169.4788862,0.1037669264
5741,Humedal Palacios 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,797.131796,0.5546541084
5742,Humedal Palacios 7,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1116.432595,1.269037072
5743,Humedal Palacios 8,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,511.1875769,0.4076068484
5744,Humedal Palacios 9,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1008.272456,1.524092948
5745,Humedal Palacios 10,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1792.687845,5.377282535
5746,Humedal Pavona 1,Propiedad privada / En posesion,Parcialmente,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,2220.465881,15.45387611
5747,Humedal Pavona 2,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,418.3727016,1.062392038
5748,Humedal Pavona 3,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,974.9452707,5.133390602
4671,Palustre Cano Servulo,Area Silvestre Protegida,Parcialmente,Parque Nacional - Zona Protectora,Tortuguero,Tortuguero,Palustre,"Pantano arbolado (gavilan, sangrillo, cativo)",Natural,252890.5969,6219.705466
5749,Palustre Cano Chiquero,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,"Pantano arbolado (gavilan, cahulla)",Natural,1331.662995,10.50818084
5750,Humedal Cano Chiquero 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,2412.560666,20.9765993
5751,Humedal Cano Chiquero 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,943.9947193,1.607642252
5752,Humedal Cano Chiquero 3,Area Silvestre Protegida,Parcialmente,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,3445.402848,5.36903192
5753,Humedal Cano Chiquero 4,Area Silvestre Protegida,Parcialmente,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,752.151875,3.24933872
5754,Humedal Cano Chiquero 5,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,2010.641188,9.779426229
5755,Humedal Cano Chiquero 6,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,1512.637166,7.718430509
5756,Humedal Cano Chiquero 7,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,1475.565967,5.045440698
5757,Humedal Cano Chiquero 8,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,819.5064591,0.7353687519
5758,Humedal Cano Chiquero 9,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,3532.403231,49.20590666
5759,Humedal Cano Chiquero 10,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,2203.385866,11.91378776
5760,Humedal Cano Chiquero 11,Area Silvestre Protegida,Dentro,Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,4652.390967,22.38265987
5761,Humedal Cano Chiquero 12,Area Silvestre Protegida,Parcialmente,Parque Nacional - Zona Protectora,Tortuguero,Tortuguero,Palustre,Pantano herbaceo,Natural,4811.33539,69.10388923
5762,Humedal Palmito 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,699.0628792,0.8512282765
5763,Humedal Palmito 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1683.872718,4.909051576
5764,Humedal Palmito 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,606.8280975,1.333766591
5765,Humedal Palmito 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1708.023224,1.808635985
5766,Humedal Palmito 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,842.3924247,2.640887369
5767,Laguna Ceibo 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Artificial,85.38482645,0.05027828719
5768,Laguna Ceibo 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Artificial,70.07386456,0.03313899537
5769,Laguna Ceibo 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Artificial,159.4980123,0.08445652922
5770,Laguna Ceibo 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Artificial,151.8854941,0.1240343172
5771,Laguna Ceibo 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Artificial,72.44449151,0.03160273462
5774,Tivives 1,Propiedad privada / En posesion,Parcialmente,Zona Protectora,Tivives,Jesus Maria,Palustre,Pantano herbaceo,Natural,5296.17711,28.73409439
5775,Tivives 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Jesus Maria,Palustre,Pantano herbaceo,Natural,1829.214181,8.633239224
5772,Arrozales Capulin,Area Silvestre Protegida,Parcialmente,Parque Nacional,Carara,Tarcoles,Palustre,Pantano herbaceo,Artificial,4475.902349,102.2711038
5776,Humedal Carolina 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,775.6997251,0.5864121844
5777,Humedal Carolina 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,303.2390407,0.4355187945
5778,Humedal Carolina 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,835.8320695,0.8441275513
5779,Humedal Carolina Tica 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,231.9029984,0.2296898301
5780,Humedal Carolina Tica 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,806.6750601,0.3006194446
5781,Humedal Carolina Tica 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,128.5920521,0.04115566322
5782,Humedal Primavera 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,805.3582828,0.3257621985
5783,Humedal Primavera 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,360.3875957,0.196072164
5784,Humedal Primavera 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,310.0399413,0.2732830038
5785,Humedal Hamburgo 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,227.3148274,0.07009039727
5786,Humedal Hamburgo 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,683.3084164,0.3744343976
5787,Humedal Hamburgo 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,313.2264103,0.1715442455
5788,Humedal Hamburgo - Calas,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1285.942869,2.759851767
5789,Hamburgo,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,"Pantano arbolado (gavilan, manu, sangrillo)",Natural,1530.18647,4.652574382
5790,Humedal Cocotal 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1248.960879,1.758432437
5791,Humedal Cocotal 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,255.1176366,0.2604209316
5792,Humedal Cocotal 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,498.8961207,0.9140345871
5793,Humedal Cocotal 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,539.912384,0.6155785956
5794,Humedal Cocotal 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,427.8099101,0.7987726227
5795,Humedal Cocotal 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,253.6841202,0.3062729994
5796,Humedal Cocotal 7,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,452.5047876,1.402941232
5797,Humedal Cocotal 8,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,252.1303989,0.2693482588
5798,Humedal Hamburgo - Sangrillo,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,354.4739418,0.1019164719
5799,Humedal Hamburgo Calas 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,603.4213967,1.493022618
5800,Humedal Hamburgo Calas 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,362.5849206,0.4055729202
5801,Palustre Hamburgo,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,"Pantano arbolado (gavilan, manu platano, anonilla)",Natural,2357.048842,6.250050017
5802,Humedal Hamburgo 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,357.2469581,0.175383058
5803,Humedal Hamburgo 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,77.17279297,0.04000812575
5804,Humedal Chanchos,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,199.8635,0.06814441461
5805,Humedal Cocotal 9,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,422.4446663,0.3582377241
5806,Humedal Cocotal 10,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,4989.243109,6.313041598
5807,Humedal Cocotal 11,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,752.1611475,1.276303794
5808,Humedal Cocotal 12,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,667.9844931,1.044774291
5809,Palustre Cocotal,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,"Pantano arbolado (gavilan, sangrillo)",Natural,883.6585734,1.995433646
5810,Abrevadero Hamburgo 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Artificial,30.70169946,0.006740658969
5811,Abrevadero Hamburgo 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Artificial,22.15687569,0.003767618616
5812,Cruce Cocotal,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1020.511434,1.613000654
5813,Palustre Cruce Cocotal,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,"Pantano arbolado (gavilan, sangrillo)",Natural,4954.615605,38.1819372
5814,Humedal Cocos 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,536.303634,0.4689392435
5815,Humedal Cocos 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,155.7077852,0.1739765428
5816,Humedal Cocos 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,318.4321079,0.3492824641
5817,Humedal Cocos 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,190.0142309,0.1009037728
5818,Humedal Cocos 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,500.5800223,0.5583887662
5819,Humedal Cocos 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,304.5888303,0.2520880626
5820,Palustre Cocotales,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,769.5190093,0.6611738266
5821,Cocotales 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,235.224147,0.3721372701
5822,Cocotales 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,225.5450087,0.1201387898
5823,Cocotales 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,279.0680837,0.2508196819
5824,Cocotales 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,403.2632405,0.3442945146
5825,Arbustivo Cocotales 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbustivo,Natural,204.5826025,0.2114160998
5826,Arbustivo Cocotales 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbustivo,Natural,204.2093743,0.2790647466
5827,Arbustivo Cocotales 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbustivo,Natural,673.2019565,1.343539628
5828,Humedal San Carlos 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,900.4425739,1.500890666
5829,Humedal San Carlos 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,542.4135943,0.7560470724
5830,Humedal San Carlos 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1302.56785,1.603125228
5831,Humedal San Carlos 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,595.0619933,0.6373242502
5832,Humedal San Carlos 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,134.8438257,0.1319216007
5833,Humedal San Carlos 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,328.3704497,0.2877940038
5834,Humedal San Carlos 7,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1049.440154,1.523538028
5835,Palustre San Carlos 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,232.8936561,0.1251799738
5836,Palustre San Carlos 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,233.0681762,0.1521077978
5837,Palustre San Carlos 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,740.4296896,1.465674602
5838,Palustre San Carlos 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,298.6042963,0.2412223605
5840,Humedal Freddy Aguero,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,250.7648161,0.3758538311
5841,Quebrada Gata,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Natural,2225.083401,14.08211181
5842,Sanguijuela (El Palmar) 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Natural,401.1083281,0.9754303699
5843,Sanguijuela (El Palmar) 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Natural,919.7935896,2.411610116
5844,Sanguijuela (El Palmar) 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Natural,1116.975487,5.364867076
5845,El Palmar 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Lacustre,Laguna,Artificial,1618.950603,10.26451176
5846,El Palmar 2 (San Agustin),Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Lacustre,Laguna,Artificial,1917.888189,12.40895381
5847,Caballo Blanco (La Chanchera),Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Lacustre,Laguna,Natural,582.3485549,1.721809674
5850,San Agustin,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Natural,4405.811332,37.15250074
5851,Argentina,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Natural,1503.356888,8.096916948
